emp_no,first_name,last_name,birth_date,from_date,to_date,title
451687,Rimon,Kenevan,1964-07-21,1992-10-12,1993-01-13,Assistant Engineer
451689,Zorica,Sadowski,1964-05-08,1992-05-20,9999-01-01,Engineer
451692,Jiang,Montemayor,1964-06-06,2000-04-07,9999-01-01,Staff
451716,Tonia,Cesareni,1964-01-13,1987-04-28,9999-01-01,Engineer
451718,Sorina,Schaaf,1964-03-10,1999-10-07,9999-01-01,Engineer
451731,Alair,Standera,1964-03-04,1995-05-07,9999-01-01,Senior Engineer
451733,Remmert,Brender,1964-02-10,1986-03-14,9999-01-01,Senior Staff
451739,Lakshmi,McDermid,1964-04-03,1993-08-26,1994-08-28,Staff
451763,Kannan,Kriebel,1964-08-28,1991-06-03,9999-01-01,Assistant Engineer
451779,Leon,Zaccaria,1964-09-12,1993-01-02,9999-01-01,Engineer
451812,Bedrich,Paciorek,1964-11-09,1991-02-09,9999-01-01,Senior Staff
451819,Gudjon,Vakili,1964-12-25,1997-03-25,9999-01-01,Senior Engineer
451824,Tru,Gulik,1964-05-25,1986-01-17,9999-01-01,Engineer
451834,Fox,Pietrzykowski,1964-05-31,1996-09-10,9999-01-01,Engineer
451836,Sudhanshu,Comte,1964-04-02,1988-04-13,9999-01-01,Senior Staff
451840,Marsja,Zallocco,1964-02-21,1988-01-08,9999-01-01,Senior Staff
451845,Kamakshi,Flasterstein,1964-12-18,1987-12-11,9999-01-01,Engineer
451846,Constantijn,Swab,1964-08-13,1985-03-09,9999-01-01,Senior Engineer
451848,Goetz,Thorensen,1964-08-27,1985-08-02,9999-01-01,Engineer
451855,Youngkon,Pesch,1964-07-13,1993-12-13,2001-05-09,Engineer
451864,Toshimori,Lorho,1964-04-18,1992-09-22,9999-01-01,Senior Staff
451871,Behnaam,Grabner,1964-11-22,1990-03-03,9999-01-01,Senior Staff
451876,George,Lanteri,1964-01-30,1992-05-23,9999-01-01,Assistant Engineer
451899,Mary,Kaiser,1964-07-21,1987-03-15,9999-01-01,Engineer
451927,Youngkon,Peha,1964-10-04,1989-08-24,9999-01-01,Senior Staff
451932,Jiafu,Petereit,1964-08-03,1989-12-05,9999-01-01,Engineer
451936,Hugo,Krohm,1964-04-08,1995-05-27,9999-01-01,Senior Staff
451937,Oldrich,Baezner,1964-09-13,1994-08-24,2002-03-09,Senior Staff
451946,Adly,Jervis,1964-01-19,1988-11-03,9999-01-01,Engineer
451982,Younwoo,Monarch,1964-02-21,1993-02-12,9999-01-01,Engineer
451984,Xianlong,Bamford,1964-06-03,1997-02-15,9999-01-01,Staff
451988,Amabile,Apsitis,1964-04-11,1985-08-02,9999-01-01,Senior Staff
451999,Tadahiko,Worfolk,1964-03-14,1995-05-05,9999-01-01,Engineer
452010,Padma,Nyanchama,1964-05-05,1996-05-11,9999-01-01,Staff
452011,Sukumar,Aloisi,1964-10-07,1993-12-02,9999-01-01,Engineer
452042,Palash,Rosin,1964-01-29,1986-07-29,9999-01-01,Senior Staff
452049,Kersti,DuBourdieux,1964-06-14,1997-04-20,9999-01-01,Senior Staff
452052,Mack,Schapire,1964-10-14,1993-03-02,9999-01-01,Senior Staff
452072,Marla,Itzfeldt,1964-04-14,1998-04-08,9999-01-01,Engineer
452106,Jolita,Undy,1964-06-14,1995-09-10,9999-01-01,Assistant Engineer
452136,Khaled,Rabejac,1964-08-03,1987-01-05,9999-01-01,Senior Staff
452150,Sandeepan,Ferretti,1964-12-30,1993-04-10,9999-01-01,Engineer
452179,Mariusz,Syrotiuk,1964-04-03,1990-12-02,9999-01-01,Engineer
452198,Niteen,Berendt,1964-11-20,1986-10-16,9999-01-01,Senior Staff
452202,Shuji,Dahlbom,1964-03-30,1997-02-18,9999-01-01,Assistant Engineer
452209,Ekawit,Vandervoorde,1964-06-07,1999-07-03,9999-01-01,Engineer
452229,Subhash,Gajiwala,1964-05-04,1989-11-21,9999-01-01,Senior Staff
452238,Remko,Falby,1964-08-26,1996-12-09,9999-01-01,Engineer
452258,Hirochika,Menyhert,1964-05-26,1985-12-21,9999-01-01,Senior Staff
452259,Rafael,Vecchio,1964-12-08,1989-10-08,9999-01-01,Engineer
452273,Mohit,Snyers,1964-05-17,1994-01-23,9999-01-01,Engineer
452284,Anneli,Barreiro,1964-01-21,1987-01-04,9999-01-01,Senior Staff
452291,Mohan,Matzov,1964-06-13,1987-04-02,9999-01-01,Assistant Engineer
452292,Phuoc,Melichar,1964-09-09,1995-11-24,1997-07-28,Senior Staff
452313,Chriss,Ballarin,1964-09-26,1988-07-07,9999-01-01,Engineer
452320,Jaewon,Matzen,1964-04-11,1987-02-01,9999-01-01,Senior Staff
452331,Halsur,Ghelli,1964-01-11,1987-06-28,9999-01-01,Senior Engineer
452334,Doowon,Soicher,1964-10-21,1993-12-30,2002-05-28,Senior Staff
452340,Odinaldo,Erev,1964-10-07,1986-05-24,9999-01-01,Senior Staff
452349,Foong,Schmittgen,1964-12-08,1985-08-20,9999-01-01,Engineer
452360,Adil,Luck,1964-11-03,1992-08-08,9999-01-01,Engineer
452363,Shahid,Yamaashi,1964-11-01,1994-04-13,9999-01-01,Engineer
452397,Shugo,Gruenwald,1964-07-04,1996-05-28,9999-01-01,Engineer
452404,Jingling,Sabnani,1964-06-12,1999-04-03,9999-01-01,Senior Engineer
452411,Garnet,Gelosh,1964-08-03,1994-02-25,2001-12-11,Engineer
452420,Mrinalini,Ossenbruggen,1964-12-09,2001-04-27,9999-01-01,Senior Engineer
452428,Paddy,Chenoweth,1964-03-29,1990-12-28,1998-11-09,Engineer
452434,Sanjiv,Deverell,1964-10-13,1998-03-15,9999-01-01,Engineer
452450,Willard,Blokdijk,1964-02-19,1987-11-17,1993-02-03,Staff
452463,Emran,Langford,1964-10-20,1999-11-16,9999-01-01,Senior Staff
452465,Christoper,Menhoudj,1964-06-11,1994-04-26,9999-01-01,Senior Staff
452480,Kokou,Denis,1964-07-11,1990-10-04,1999-06-14,Engineer
452490,Chikara,Highland,1964-09-14,1995-01-22,9999-01-01,Assistant Engineer
452494,Fumiko,Rodier,1964-08-25,1994-09-27,9999-01-01,Senior Staff
452496,Arnould,Nourani,1964-09-25,1991-06-15,1995-05-15,Staff
452497,Rasikan,Backhouse,1964-06-18,1987-08-31,9999-01-01,Assistant Engineer
452498,Shay,Zeilberger,1964-09-22,1995-07-05,2001-06-14,Engineer
452500,Rosine,Erez,1964-08-27,1985-11-03,9999-01-01,Senior Staff
452516,Arif,Figueira,1964-10-16,1992-09-14,9999-01-01,Engineer
452528,Christophe,Brobst,1964-01-08,1995-09-30,9999-01-01,Technique Leader
452542,Garnet,Ginesta,1964-10-10,1994-02-24,9999-01-01,Senior Staff
452546,Toshimi,Naumovich,1964-08-29,1997-04-12,9999-01-01,Staff
452548,Aria,Schwabacher,1964-06-06,1995-11-25,1995-12-23,Assistant Engineer
452567,Shirish,Quittner,1964-12-15,1993-12-31,9999-01-01,Engineer
452578,Hercules,Gini,1964-11-15,1998-10-12,9999-01-01,Engineer
452580,Bernd,Paciorek,1964-07-09,1988-06-27,9999-01-01,Senior Staff
452625,Jaroslava,Tetzlaff,1964-09-19,1992-08-12,9999-01-01,Assistant Engineer
452636,Leen,Kusalik,1964-01-26,1986-07-08,1992-12-07,Engineer
452637,Ewing,Vesel,1964-08-22,1992-07-27,9999-01-01,Engineer
452660,Arlette,Falco,1964-08-12,1987-01-29,1990-05-29,Staff
452676,Gino,Sherertz,1964-06-19,1991-11-11,9999-01-01,Senior Staff
452677,Heon,Merks,1964-12-23,1991-10-09,2000-03-13,Senior Engineer
452679,Alagu,Picht,1964-02-07,1990-11-23,1997-08-29,Senior Staff
452704,Erez,Gluchowski,1964-05-25,1991-01-19,9999-01-01,Engineer
452708,Zhigen,Azulay,1964-12-12,1999-09-23,9999-01-01,Engineer
452716,Serif,Zeidenstein,1964-03-19,1994-02-11,9999-01-01,Senior Staff
452733,Sadegh,Babb,1964-01-08,1987-10-16,9999-01-01,Senior Staff
452737,Elliott,Comellas,1964-04-09,1995-12-28,9999-01-01,Senior Staff
452738,Nidapan,Zykh,1964-05-08,1996-02-03,9999-01-01,Staff
452746,Akhilish,Hardjono,1964-01-29,1995-09-01,9999-01-01,Assistant Engineer
452750,Hailing,Debuse,1964-07-24,1989-05-11,2000-06-10,Senior Staff
452753,Constantijn,Perz,1964-01-21,1992-04-26,1992-05-30,Senior Staff
452755,Hauke,Sevcikova,1964-11-23,1989-01-18,9999-01-01,Senior Staff
452762,Marco,Picco,1964-01-11,1993-05-15,9999-01-01,Senior Staff
452775,Sastry,Ossenbruggen,1964-03-26,1996-12-29,1999-04-18,Senior Engineer
452794,Xumin,Orlowska,1964-01-03,1998-09-22,9999-01-01,Engineer
452807,Xinglin,Trelles,1964-11-07,1988-05-01,2001-10-19,Senior Engineer
452819,Kazuhide,Glowinski,1964-02-17,1993-08-01,9999-01-01,Engineer
452820,Rance,Nishimukai,1964-07-31,1986-05-26,9999-01-01,Technique Leader
452822,Gilbert,Hempstead,1964-07-26,1994-10-04,9999-01-01,Staff
452825,Guozhong,Morrow,1964-02-19,1997-05-09,9999-01-01,Staff
452844,Sungwon,Nitta,1964-12-03,1988-10-13,2001-07-21,Senior Staff
452853,Arve,Suomi,1964-11-27,1994-10-18,9999-01-01,Senior Engineer
452854,Ortrun,Swick,1964-08-06,1986-01-12,9999-01-01,Senior Staff
452864,Gianluca,Salvesen,1964-09-04,1994-11-25,9999-01-01,Assistant Engineer
452871,Muneo,Itzigehl,1964-11-03,1986-03-24,9999-01-01,Engineer
452893,Duro,Casperson,1964-09-01,1998-01-21,9999-01-01,Senior Staff
452894,Baocai,Schach,1964-12-30,1985-08-10,9999-01-01,Senior Staff
452897,Yishai,Byoun,1964-05-16,1987-01-05,9999-01-01,Engineer
452899,Chenxi,Zastre,1964-04-27,1988-11-07,9999-01-01,Engineer
452910,Lena,Rouquie,1964-05-17,1986-08-26,9999-01-01,Senior Staff
452916,Rosalyn,Shinomoto,1964-12-16,2000-01-24,9999-01-01,Senior Staff
452922,Chanjung,Kusakari,1964-07-25,1991-06-19,9999-01-01,Senior Staff
452950,Deniz,Peot,1964-06-25,1987-12-27,9999-01-01,Senior Staff
452969,Owen,Bail,1964-02-28,1985-12-08,9999-01-01,Engineer
452979,Vincent,Talmon,1964-07-04,1991-11-21,9999-01-01,Engineer
452984,Arup,Brendel,1964-03-01,1991-11-26,9999-01-01,Senior Staff
453002,Chirstian,Sooriamurthi,1964-07-01,1991-08-30,9999-01-01,Technique Leader
453011,Lidong,Keohane,1964-07-03,1991-03-19,1996-04-07,Senior Engineer
453012,Yuichiro,Angelopoulos,1964-06-04,1987-07-17,9999-01-01,Engineer
453016,Marjo,Schach,1964-10-21,1997-07-17,2001-07-11,Assistant Engineer
453020,Marsja,Androutsos,1964-08-24,1991-04-03,9999-01-01,Senior Staff
453031,Sandeepan,Ritcey,1964-05-01,1995-07-15,9999-01-01,Senior Staff
453035,Phillip,Lorch,1964-05-10,1988-12-14,1992-11-08,Senior Engineer
453037,Jinxi,Bashian,1964-07-14,1989-08-15,9999-01-01,Engineer
453042,Masamitsu,Validov,1964-09-29,1991-10-09,2001-08-23,Engineer
453044,Xiaopeng,Tsunoo,1964-03-19,1992-08-30,9999-01-01,Engineer
453048,Shakhar,Murrill,1964-10-23,1994-02-12,9999-01-01,Engineer
453051,Oddvar,Lorin,1964-01-18,1996-01-29,9999-01-01,Staff
453053,Janche,Morrey,1964-04-16,1987-10-29,9999-01-01,Engineer
453054,Kasidit,Syrotiuk,1964-06-18,1987-06-14,1996-02-25,Senior Engineer
453061,Jackson,Bael,1964-07-16,1991-06-17,9999-01-01,Senior Staff
453078,Jiafu,Alameldin,1964-12-26,1992-12-14,9999-01-01,Senior Staff
453089,Manohar,Ressouche,1964-12-21,1997-10-29,9999-01-01,Staff
453102,Utpal,Brlek,1964-08-26,1997-07-06,2001-11-23,Senior Engineer
453125,Anoosh,Bhattacharjee,1964-01-25,1997-07-01,9999-01-01,Engineer
453134,Kendra,Wynblatt,1964-10-11,1997-09-10,9999-01-01,Engineer
453163,Lorien,Rosti,1964-09-12,1988-02-12,9999-01-01,Senior Staff
453164,Oscar,Perin,1964-07-29,1994-01-23,9999-01-01,Staff
453194,Martien,Ozery,1964-03-31,1999-12-16,9999-01-01,Staff
453200,Khun,Yurov,1964-06-23,1995-03-21,2000-10-03,Assistant Engineer
453228,Hideo,Matzat,1964-07-15,1992-02-02,1997-05-09,Senior Engineer
453234,Dannz,Georgatos,1964-08-14,1985-11-02,9999-01-01,Senior Staff
453236,Jeane,Sudbeck,1964-09-20,1986-11-07,9999-01-01,Senior Staff
453239,Ugo,Cromarty,1964-07-03,1992-06-11,9999-01-01,Senior Staff
453315,Conor,Nyanchama,1964-12-19,1993-06-30,9999-01-01,Senior Staff
453323,Limsoon,Farrar,1964-09-27,1986-05-29,9999-01-01,Senior Engineer
453338,Duro,Swiss,1964-12-15,1985-05-09,1993-12-31,Senior Staff
453343,Kayoko,Engberts,1964-12-10,1993-12-07,1997-11-06,Engineer
453351,Ulf,Stanger,1964-06-24,1999-11-08,9999-01-01,Engineer
453357,Nobuyoshi,Ruemmler,1964-04-05,1995-05-19,9999-01-01,Staff
453362,Yucel,Parascandalo,1964-08-21,1993-03-06,9999-01-01,Senior Staff
453377,Kaijung,Yetim,1964-04-15,1986-12-19,9999-01-01,Engineer
453378,Genevieve,Lambe,1964-06-01,1992-07-29,1996-09-01,Staff
453411,Xiadong,Massonet,1964-10-31,1985-11-01,9999-01-01,Senior Staff
453423,Mori,Rajcani,1964-03-22,1989-06-18,1999-10-07,Engineer
453424,Lenore,Papadias,1964-08-10,1995-09-16,9999-01-01,Staff
453427,Hercules,Zedlitz,1964-08-18,1994-01-11,9999-01-01,Engineer
453434,Sashi,Delaune,1964-12-26,1991-03-13,9999-01-01,Senior Staff
453447,Shaowei,Munawer,1964-04-13,1988-11-01,9999-01-01,Senior Staff
453461,Guangming,Aloia,1964-04-30,1995-02-20,9999-01-01,Engineer
453468,Emdad,Norsworthy,1964-01-09,1997-12-11,9999-01-01,Senior Staff
453490,Sibyl,Erez,1964-07-25,1996-06-28,9999-01-01,Engineer
453495,Toshiki,Luca,1964-05-27,1992-12-16,9999-01-01,Senior Staff
453500,Arfst,Demos,1964-06-18,1991-05-13,9999-01-01,Senior Staff
453539,Val,Kroon,1964-10-01,1999-04-01,9999-01-01,Engineer
453546,Adas,Erdi,1964-11-20,1991-01-17,9999-01-01,Technique Leader
453548,Herbert,Yavatkar,1964-05-06,1998-01-02,9999-01-01,Staff
453550,Jordanka,Riexinger,1964-05-02,1988-08-05,1997-09-06,Senior Staff
453572,Fatemeh,Noriega,1964-11-07,1987-04-10,1989-02-27,Engineer
453576,Khosrow,Schnabel,1964-10-14,1986-07-28,9999-01-01,Engineer
453599,Visit,Badache,1964-07-19,1985-11-24,9999-01-01,Engineer
453605,Val,Constantine,1964-01-28,1994-11-23,9999-01-01,Senior Staff
453610,Pascal,Kossowski,1964-09-20,1991-08-23,9999-01-01,Engineer
453613,Yagil,Luit,1964-08-08,1999-03-15,9999-01-01,Staff
453627,Rimli,Simmel,1964-05-09,1990-06-05,9999-01-01,Senior Engineer
453632,Mohit,Ushiama,1964-06-24,1986-05-09,9999-01-01,Senior Staff
453656,Leaf,Krybus,1964-07-16,1990-10-15,1995-10-10,Staff
453657,Kayoko,Lukaszewicz,1964-01-24,1989-06-22,2001-09-02,Engineer
453662,Lunjin,Cichocki,1964-03-26,1987-12-27,1994-05-26,Engineer
453702,Anestis,DeMori,1964-02-07,1997-10-06,9999-01-01,Senior Engineer
453715,Hausi,Peng,1964-07-27,1998-08-05,1998-12-30,Engineer
453733,Marko,Avouris,1964-06-04,1995-01-25,9999-01-01,Engineer
453741,Uli,Prochazka,1964-11-21,1989-01-20,2000-04-26,Senior Staff
453743,Abdulla,Marrevee,1964-01-08,1987-06-12,9999-01-01,Senior Staff
453745,Adil,Beerel,1964-04-14,1987-11-20,9999-01-01,Engineer
453761,Paddy,Yoshizawa,1964-07-15,1997-05-31,9999-01-01,Engineer
453774,Peer,Shanbhogue,1964-05-27,1995-09-09,2002-01-16,Staff
453783,Aleksander,Karcich,1964-05-20,1993-07-07,9999-01-01,Engineer
453830,Geoff,DasSarma,1964-07-27,1997-08-08,9999-01-01,Staff
453840,Saeed,Janetzko,1964-02-12,1988-06-12,1996-08-08,Engineer
453858,Tzu,Vernadat,1964-03-28,1996-12-28,9999-01-01,Senior Engineer
453885,Tran,Gammage,1964-02-20,1994-06-19,9999-01-01,Staff
453919,Shaw,Fendler,1964-03-05,1998-07-28,9999-01-01,Staff
453930,Sachem,Ramsey,1964-02-25,1995-05-06,9999-01-01,Staff
453936,Aiichiro,Ashish,1964-01-20,1988-02-06,9999-01-01,Senior Engineer
453940,Georgy,Gulak,1964-12-19,1987-07-06,9999-01-01,Senior Engineer
453965,Naftali,Kalsbeek,1964-10-27,1998-02-20,9999-01-01,Engineer
453973,Mohamadou,Couchot,1964-01-12,1996-07-12,9999-01-01,Senior Engineer
453992,Barna,Fioravanti,1964-02-07,1990-03-13,9999-01-01,Engineer
453997,Mana,Neimat,1964-04-06,1997-03-17,9999-01-01,Senior Engineer
454004,Phillip,Heering,1964-06-24,1986-06-14,1991-01-29,Senior Staff
454021,Ymte,Baja,1964-03-26,1992-07-23,9999-01-01,Engineer
454040,Sangeeta,Redmiles,1964-08-13,1991-12-22,9999-01-01,Senior Engineer
454043,Kitty,Gronowski,1964-02-29,1992-04-14,9999-01-01,Engineer
454045,Inderjeet,Foote,1964-02-09,1995-05-23,9999-01-01,Staff
454063,Jinpo,Dalphin,1964-10-17,1997-10-28,9999-01-01,Engineer
454064,Gita,Dichev,1964-12-25,1990-04-06,2000-02-01,Senior Staff
454075,Achilleas,Erie,1964-11-30,1994-11-12,9999-01-01,Engineer
454078,Duro,Demos,1964-11-07,1985-06-17,9999-01-01,Engineer
454097,Arnd,Beetstra,1964-04-17,1991-06-11,9999-01-01,Engineer
454102,Wojceich,Boissier,1964-01-05,1987-06-09,1988-03-20,Senior Staff
454113,Zsolt,Bonifati,1964-02-02,1989-06-20,9999-01-01,Senior Staff
454140,Geoffrey,Rettelbach,1964-09-11,1991-08-02,2001-09-19,Senior Staff
454144,Zhongwei,Scallan,1964-04-11,1990-05-10,9999-01-01,Senior Staff
454151,Elvis,Molenaar,1964-06-10,1999-08-22,2000-07-07,Engineer
454161,Sanjoy,Gischer,1964-08-11,1985-03-31,9999-01-01,Senior Staff
454196,Ingemar,Mansanne,1964-05-29,1993-12-05,9999-01-01,Senior Staff
454203,Kiyokazu,Honiden,1964-08-27,1996-04-16,9999-01-01,Staff
454216,Shridhar,Uhrig,1964-08-10,1988-05-23,9999-01-01,Technique Leader
454224,Hiroyasu,Birrer,1964-12-09,1988-01-21,1994-12-25,Senior Engineer
454230,Chuanyi,Zongker,1964-08-13,2001-01-15,9999-01-01,Engineer
454243,Michaela,Uehara,1964-10-01,1992-11-09,9999-01-01,Senior Staff
454255,Mokhtar,Greibach,1964-02-18,1986-12-12,9999-01-01,Senior Staff
454278,Hyuckchul,Syrotiuk,1964-06-17,1988-04-29,9999-01-01,Senior Engineer
454299,Roselyn,Terkki,1964-05-04,1997-01-13,9999-01-01,Senior Staff
454301,Halsur,Merey,1964-03-09,1992-08-01,9999-01-01,Technique Leader
454335,Toshimo,Pargas,1964-03-26,1989-11-02,9999-01-01,Engineer
454341,Jeong,Baezner,1964-06-28,1998-06-11,9999-01-01,Staff
454347,Mohd,Besancenot,1964-09-04,1993-02-06,9999-01-01,Engineer
454370,Hideyuki,Zolotykh,1964-08-31,1997-02-07,1997-03-29,Staff
454391,Djelloul,Shanbhogue,1964-04-22,1988-10-19,9999-01-01,Senior Engineer
454405,Woody,Luan,1964-09-25,1988-10-09,9999-01-01,Senior Staff
454406,Sushant,Skafidas,1964-09-30,1985-09-26,1985-11-04,Staff
454412,Nadjib,Servieres,1964-09-07,1986-08-09,9999-01-01,Senior Engineer
454424,Marke,Babu,1964-08-12,1990-07-30,9999-01-01,Engineer
454435,Pasqua,Simmel,1964-06-13,1992-12-13,9999-01-01,Senior Staff
454439,Mingdong,Kruskal,1964-11-11,1999-03-26,9999-01-01,Technique Leader
454442,Sajjad,Sidje,1964-12-01,1997-07-16,9999-01-01,Staff
454446,Sanjeeva,Ghandeharizadeh,1964-07-21,1996-08-10,1998-01-15,Staff
454472,Alejandro,Imataki,1964-01-14,1991-05-04,9999-01-01,Senior Staff
454476,Stafford,Katalagarianos,1964-04-28,1990-01-15,2001-09-15,Senior Staff
454480,Weiwu,Ertl,1964-10-02,1991-05-17,9999-01-01,Engineer
454493,Zengping,Suri,1964-02-17,1995-01-07,9999-01-01,Senior Staff
454506,Erzsebet,Soicher,1964-05-19,1993-01-12,9999-01-01,Senior Engineer
454549,Michaela,Pardalos,1964-06-01,1987-10-09,9999-01-01,Engineer
454556,Kagan,Frijda,1964-10-25,1995-12-10,1998-07-07,Engineer
454559,Toong,Hitomi,1964-08-28,1994-03-06,9999-01-01,Engineer
454630,Owen,Mandell,1964-01-10,1998-07-10,9999-01-01,Staff
454651,Feixiong,Birsak,1964-07-07,1989-01-07,9999-01-01,Senior Staff
454654,Jaewoo,Pell,1964-09-08,1995-04-26,1995-08-14,Senior Engineer
454666,Aiichiro,Gajiwala,1964-10-12,1997-12-10,9999-01-01,Senior Staff
454683,Krister,Sommen,1964-06-26,1991-11-25,9999-01-01,Senior Staff
454686,Falguni,Godskesen,1964-05-22,1995-04-22,9999-01-01,Engineer
454705,Edwin,McDermid,1964-01-13,1990-10-19,9999-01-01,Senior Staff
454719,Serge,Soloway,1964-05-05,1989-08-01,9999-01-01,Senior Staff
454781,Abdulla,Emden,1964-12-02,1993-10-01,1993-11-05,Engineer
454784,Abdulah,Pettis,1964-10-31,1985-05-05,9999-01-01,Senior Staff
454786,Lokesh,Marchegay,1964-06-17,1987-03-10,9999-01-01,Senior Staff
454792,Arco,Binding,1964-01-02,1991-06-15,9999-01-01,Senior Staff
454811,Badri,Kulisch,1964-12-18,1999-04-09,9999-01-01,Engineer
454824,Zito,Mattern,1964-08-28,1987-04-22,9999-01-01,Senior Staff
454833,Fay,Poujol,1964-12-03,1990-09-08,9999-01-01,Engineer
454835,Hironobu,Picel,1964-04-10,1991-08-26,1993-03-21,Engineer
454846,Billur,Setlzner,1964-08-29,1986-07-29,9999-01-01,Senior Staff
454849,Joydip,Mayerwieser,1964-05-04,1986-02-11,9999-01-01,Senior Staff
454930,Chanjung,Sigstam,1964-07-28,1993-11-20,9999-01-01,Senior Staff
454960,Susumu,Halevi,1964-10-25,1993-02-19,9999-01-01,Senior Staff
454961,Gian,Camarinopoulos,1964-11-04,1990-02-07,9999-01-01,Technique Leader
454962,Miquel,Gimarc,1964-11-05,1987-01-11,9999-01-01,Senior Engineer
454970,Vasilis,Menhardt,1964-04-15,1991-07-01,9999-01-01,Senior Staff
454998,Mandell,Rousseau,1964-08-09,1998-05-31,9999-01-01,Engineer
454999,Jouko,Denny,1964-11-05,1996-12-12,9999-01-01,Engineer
455040,Jeanna,Swift,1964-01-18,1991-03-20,9999-01-01,Engineer
455049,Lenore,Restivo,1964-12-10,1997-05-23,9999-01-01,Engineer
455057,Kokou,Matzat,1964-09-07,1998-06-12,9999-01-01,Staff
455063,Ravishankar,Ravishankar,1964-03-27,1986-11-04,9999-01-01,Senior Staff
455065,Fumino,Conta,1964-09-14,1987-11-02,9999-01-01,Engineer
455079,Urs,Borovoy,1964-04-24,1997-11-10,9999-01-01,Engineer
455087,Arif,Gewali,1964-01-04,1999-10-13,9999-01-01,Engineer
455093,Mountaz,Rodiger,1964-05-26,1998-07-17,9999-01-01,Staff
455139,Vidar,Brizzi,1964-07-27,1989-08-14,9999-01-01,Technique Leader
455153,Mountaz,Neiman,1964-11-05,1998-02-08,9999-01-01,Senior Engineer
455155,Martins,Kossowski,1964-05-12,1988-12-16,1993-08-20,Staff
455198,Taisook,Velasco,1964-11-01,1993-08-27,9999-01-01,Senior Engineer
455234,Akeno,Melski,1964-01-17,1986-04-10,2000-02-07,Technique Leader
455248,Junichi,Ozeki,1964-11-02,1998-12-21,9999-01-01,Assistant Engineer
455257,Gen,Salinas,1964-05-10,1992-04-21,9999-01-01,Assistant Engineer
455271,Gopalakrishnan,Orsini,1964-08-05,1993-10-03,9999-01-01,Assistant Engineer
455305,Claude,Gihr,1964-11-01,1994-07-18,9999-01-01,Assistant Engineer
455316,Aleksander,Kavraki,1964-07-25,1990-08-06,9999-01-01,Senior Staff
455346,Kaijung,Khamsi,1964-03-06,1991-12-22,1994-03-23,Staff
455358,Yahiko,Sury,1964-01-30,1996-04-17,9999-01-01,Engineer
455397,Huan,Mukaidono,1964-07-02,1996-07-23,1996-11-28,Staff
455409,Mani,Shiratori,1964-03-02,1991-01-02,2000-04-04,Engineer
455414,Hausi,Gils,1964-06-09,1995-09-14,1997-03-18,Engineer
455419,Shiv,Kropp,1964-07-28,1989-03-29,1990-06-24,Senior Engineer
455434,Bingning,Syrotiuk,1964-09-05,1998-08-17,9999-01-01,Staff
455463,Ibibia,Broomell,1964-02-03,1990-09-03,1991-04-12,Technique Leader
455466,Jianhua,Alvarado,1964-05-13,1989-01-27,9999-01-01,Senior Staff
455468,Giao,Skrikant,1964-09-14,1986-06-22,9999-01-01,Senior Staff
455477,Shichao,Schwartzburd,1964-03-17,1993-01-21,9999-01-01,Engineer
455493,Shrikanth,Lorch,1964-01-12,1986-01-22,9999-01-01,Senior Staff
455495,Jasminko,Pelz,1964-02-18,1997-01-29,9999-01-01,Engineer
455503,Mitchel,Erdi,1964-07-11,1985-10-20,9999-01-01,Engineer
455514,Rosita,Bierbaum,1964-05-08,1989-03-06,1990-12-26,Staff
455548,Yahiko,Andreotta,1964-07-12,1993-05-04,9999-01-01,Senior Staff
455598,Kousuke,Brodie,1964-08-23,1994-04-12,1994-09-20,Staff
455616,Cordelia,Mandelberg,1964-11-10,1986-12-17,9999-01-01,Engineer
455618,Baoqiu,Syrzycki,1964-09-23,1988-01-16,9999-01-01,Technique Leader
455620,Barry,Hegner,1964-10-08,1996-12-31,9999-01-01,Staff
455623,Nahid,Katiyar,1964-12-23,1988-06-14,1991-09-16,Senior Engineer
455645,Aran,Pettit,1964-10-27,1993-12-18,9999-01-01,Technique Leader
455647,Idoia,Benner,1964-01-19,1996-06-07,9999-01-01,Assistant Engineer
455652,Atilio,Carrera,1964-08-26,1990-08-20,1997-12-16,Senior Staff
455661,Yolla,Schapire,1964-06-16,1992-06-18,1994-01-01,Senior Engineer
455668,Temple,Sudbeck,1964-08-08,1993-03-01,9999-01-01,Engineer
455690,Mooi,Zockler,1964-08-31,1997-06-27,1998-08-06,Senior Engineer
455714,Fusako,Georgatos,1964-11-26,1999-08-05,9999-01-01,Senior Engineer
455722,Yannis,Kinley,1964-03-18,1995-04-25,1995-07-10,Senior Staff
455775,Gadiel,Renear,1964-05-31,1990-03-31,9999-01-01,Senior Engineer
455782,Otilia,Angiulli,1964-03-27,1990-09-16,9999-01-01,Engineer
455800,Breannda,Codenie,1964-10-11,1999-06-18,9999-01-01,Engineer
455811,Owen,Delaune,1964-06-07,1986-09-24,9999-01-01,Senior Staff
455819,Ayonca,Compeau,1964-11-08,1994-02-02,9999-01-01,Engineer
455859,Baocai,Zaumen,1964-09-10,1988-03-25,9999-01-01,Senior Engineer
455862,Jinya,Waterhouse,1964-12-16,1998-11-19,9999-01-01,Technique Leader
455867,Emdad,Gladwell,1964-07-21,1994-12-20,9999-01-01,Engineer
455876,Geoff,Lally,1964-05-21,1999-08-16,9999-01-01,Engineer
455882,Sudhanshu,Makinen,1964-10-18,1986-09-30,9999-01-01,Senior Staff
